territoire_id,indicateur,valeur
47,Population sédentaire active occupée (15+),16061.0
47,Mode de transport (%) - À pieds,69.9
47,Mode de transport (%) - Motocycle/ Bicyclette,3.9
47,Mode de transport (%) - Voiture privée,6.7
47,Mode de transport (%) - Bus,1.7
47,Mode de transport (%) - Taxi,8.1
47,Mode de transport (%) - Transport de l'employeur / Etablissement,5.7
47,Mode de transport (%) - Train,0.1
47,Mode de transport (%) - Tram,0.0
47,Mode de transport (%) - Transport informel,0.2
47,Mode de transport (%) - Animaux,0.0
47,Mode de transport (%) - Autre,0.1
47,Mode de transport (%) - Ne se déplace pas,3.4
48,Population sédentaire active occupée (15+),24864.0
48,Mode de transport (%) - À pieds,45.0
48,Mode de transport (%) - Motocycle/ Bicyclette,7.6
48,Mode de transport (%) - Voiture privée,15.7
48,Mode de transport (%) - Bus,2.7
48,Mode de transport (%) - Taxi,13.2
48,Mode de transport (%) - Transport de l'employeur / Etablissement,9.2
48,Mode de transport (%) - Train,0.1
48,Mode de transport (%) - Tram,0.0
48,Mode de transport (%) - Transport informel,0.4
48,Mode de transport (%) - Animaux,0.1
48,Mode de transport (%) - Autre,0.4
48,Mode de transport (%) - Ne se déplace pas,5.7
49,Population sédentaire active occupée (15+),1455.0
49,Mode de transport (%) - À pieds,41.6
49,Mode de transport (%) - Motocycle/ Bicyclette,22.9
49,Mode de transport (%) - Voiture privée,6.9
49,Mode de transport (%) - Bus,0.7
49,Mode de transport (%) - Taxi,7.5
49,Mode de transport (%) - Transport de l'employeur / Etablissement,2.5
49,Mode de transport (%) - Train,0.0
49,Mode de transport (%) - Tram,0.0
49,Mode de transport (%) - Transport informel,11.8
49,Mode de transport (%) - Animaux,0.1
49,Mode de transport (%) - Autre,0.5
49,Mode de transport (%) - Ne se déplace pas,5.4
50,Population sédentaire active occupée (15+),775.0
50,Mode de transport (%) - À pieds,59.7
50,Mode de transport (%) - Motocycle/ Bicyclette,9.9
50,Mode de transport (%) - Voiture privée,4.5
50,Mode de transport (%) - Bus,0.5
50,Mode de transport (%) - Taxi,13.0
50,Mode de transport (%) - Transport de l'employeur / Etablissement,0.8
50,Mode de transport (%) - Train,0.0
50,Mode de transport (%) - Tram,0.0
50,Mode de transport (%) - Transport informel,0.3
50,Mode de transport (%) - Animaux,0.1
50,Mode de transport (%) - Autre,0.0
50,Mode de transport (%) - Ne se déplace pas,11.1
51,Population sédentaire active occupée (15+),108883.0
51,Mode de transport (%) - À pieds,43.0
51,Mode de transport (%) - Motocycle/ Bicyclette,2.1
51,Mode de transport (%) - Voiture privée,15.4
51,Mode de transport (%) - Bus,9.3
51,Mode de transport (%) - Taxi,14.4
51,Mode de transport (%) - Transport de l'employeur / Etablissement,9.2
51,Mode de transport (%) - Train,0.1
51,Mode de transport (%) - Tram,0.0
51,Mode de transport (%) - Transport informel,0.7
51,Mode de transport (%) - Animaux,0.0
51,Mode de transport (%) - Autre,0.4
51,Mode de transport (%) - Ne se déplace pas,5.4
52,Population sédentaire active occupée (15+),2373.0
52,Mode de transport (%) - À pieds,50.8
52,Mode de transport (%) - Motocycle/ Bicyclette,13.8
52,Mode de transport (%) - Voiture privée,10.9
52,Mode de transport (%) - Bus,3.1
52,Mode de transport (%) - Taxi,4.2
52,Mode de transport (%) - Transport de l'employeur / Etablissement,1.2
52,Mode de transport (%) - Train,0.0
52,Mode de transport (%) - Tram,0.0
52,Mode de transport (%) - Transport informel,1.7
52,Mode de transport (%) - Animaux,0.5
52,Mode de transport (%) - Autre,0.7
52,Mode de transport (%) - Ne se déplace pas,13.0
53,Population sédentaire active occupée (15+),1888.0
53,Mode de transport (%) - À pieds,36.4
53,Mode de transport (%) - Motocycle/ Bicyclette,1.8
53,Mode de transport (%) - Voiture privée,2.3
53,Mode de transport (%) - Bus,3.9
53,Mode de transport (%) - Taxi,9.5
53,Mode de transport (%) - Transport de l'employeur / Etablissement,2.3
53,Mode de transport (%) - Train,0.1
53,Mode de transport (%) - Tram,0.0
53,Mode de transport (%) - Transport informel,10.1
53,Mode de transport (%) - Animaux,0.4
53,Mode de transport (%) - Autre,0.3
53,Mode de transport (%) - Ne se déplace pas,33.1
54,Population sédentaire active occupée (15+),2176.0
54,Mode de transport (%) - À pieds,47.2
54,Mode de transport (%) - Motocycle/ Bicyclette,4.1
54,Mode de transport (%) - Voiture privée,2.9
54,Mode de transport (%) - Bus,10.3
54,Mode de transport (%) - Taxi,14.6
54,Mode de transport (%) - Transport de l'employeur / Etablissement,4.4
54,Mode de transport (%) - Train,0.0
54,Mode de transport (%) - Tram,0.0
54,Mode de transport (%) - Transport informel,0.2
54,Mode de transport (%) - Animaux,0.4
54,Mode de transport (%) - Autre,0.6
54,Mode de transport (%) - Ne se déplace pas,15.3
55,Population sédentaire active occupée (15+),1296.0
55,Mode de transport (%) - À pieds,69.5
55,Mode de transport (%) - Motocycle/ Bicyclette,1.1
55,Mode de transport (%) - Voiture privée,7.3
55,Mode de transport (%) - Bus,1.5
55,Mode de transport (%) - Taxi,0.5
55,Mode de transport (%) - Transport de l'employeur / Etablissement,7.9
55,Mode de transport (%) - Train,0.0
55,Mode de transport (%) - Tram,0.0
55,Mode de transport (%) - Transport informel,7.1
55,Mode de transport (%) - Animaux,0.0
55,Mode de transport (%) - Autre,0.1
55,Mode de transport (%) - Ne se déplace pas,4.9
56,Population sédentaire active occupée (15+),1660.0
56,Mode de transport (%) - À pieds,64.1
56,Mode de transport (%) - Motocycle/ Bicyclette,0.4
56,Mode de transport (%) - Voiture privée,2.3
56,Mode de transport (%) - Bus,1.2
56,Mode de transport (%) - Taxi,8.0
56,Mode de transport (%) - Transport de l'employeur / Etablissement,6.7
56,Mode de transport (%) - Train,0.0
56,Mode de transport (%) - Tram,0.0
56,Mode de transport (%) - Transport informel,1.0
56,Mode de transport (%) - Animaux,0.5
56,Mode de transport (%) - Autre,0.4
56,Mode de transport (%) - Ne se déplace pas,15.4
57,Population sédentaire active occupée (15+),570.0
57,Mode de transport (%) - À pieds,87.0
57,Mode de transport (%) - Motocycle/ Bicyclette,0.5
57,Mode de transport (%) - Voiture privée,1.8
57,Mode de transport (%) - Bus,3.5
57,Mode de transport (%) - Taxi,1.2
57,Mode de transport (%) - Transport de l'employeur / Etablissement,1.8
57,Mode de transport (%) - Train,0.0
57,Mode de transport (%) - Tram,0.0
57,Mode de transport (%) - Transport informel,3.2
