etablissement_id,nom_etablissement,adresse,commune,province,region,type_etablissement,fk_territoire,commune_norm,territoire_id_commune
657,ECOLE PRIMAIRE IBN ZOHR,QUARTIER Rgayaa  COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
658,ECOLE PRIMAIRE CHARIF EL IDRISSI,QUARTIER SALAM JIRARI 3  COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
659,ECOLE PRIMAIRE ABOU BAKR LAMTOUNI,QURTIER ACHENNAD   COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
660,ECOLE PRIMAIRE IMAM EL BOUKHARI,ARRONDISSEMENT BEN DIBANE  COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
661,ECOLE PRIMAIRE MABROUKA,ROUTE SIDI DRISS   BENDIBANE  COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
662,ECOLE PRIMAIRE IBN SAID EL MAGHRIBI,QUARTIER ESSALAM 1  COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
663,ECOLE PRIMAIRE IBN HANBAL,QUARTIER BIR AHARCHOUN COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
664,ECOLE PRIMAIRE 18 NOVEMBRE,QUARTIER BENI OURIAGHEL COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
665,ECOLE PRIMAIRE MOKHTAR SOUSSI,QUARTIER BEN DIBANE  COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
666,ECOLE PRIMAIRE HASSAN BEN SADDEK,QUARTIER BIR CHIFA  COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
667,ECOLE PRIMAIRE SIDI BOUARAKIA,QUARTIER ZAHRA AOUAMA COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
668,ECOLE PRIMAIRE MOHAMED EL IDRISSI,AVENUE PRINCE HERITIER MUNICIPALITE ASSILAH BP 224,Assilah,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,assilah,35
669,ECOLE PRIMAIRE MOKHTAR EL BAKKALI,QUARTIER ZERKTOUNI MUNICIPALITE ASSILAH,Assilah,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,assilah,35
670,ECOLE PRIMAIRE IBN KHALDOUN,PLACE IBN KHALDOUN MUNICIPALITE ASSILAH,Assilah,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,assilah,35
671,ECOLE PRIMAIRE MOHAMED ALI MARZOUK,PLACE IBN KHALDOUN MUNICIPALITE ASSILAH,Assilah,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,assilah,35
672,ECOLE PRIMAIRE IMAM MALEK,RUE ANOUAL N63 MUNICIPALITE ASSILAH,Assilah,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,assilah,35
673,ECOLE PRIMAIRE ALLAL IBN ABDELLAH,avenue al yarmouk MUNICIPALITE ASSILAH,Assilah,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,assilah,35
674,ECOLE PRIMAIRE DEGHALEYINE,QUARTIER DEGHALEYINE MUNICIPALITE ASSILAH,Assilah,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,assilah,35
675,ECOLE PRIMAIRE HAD GHARBIA,HAD GHARBIA ,Had Al Gharbia,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,had al gharbia,43
676,ECOLE PRIMAIRE OULED ANTAR,DOUAR OULED ANTAR COMMUNE HAD GHARBIA,Had Al Gharbia,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,had al gharbia,43
677,ECOLE PRIMAIRE SIDI EL YAMANI,CENTRE SIDI LYAMANI COMMUNE SIDI LYAMANI bp 15,Sidi Lyamani,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,sidi lyamani,45
678,ECOLE PRIMAIRE HALIMA SAADIA,AZIB HADJ KADOUR RTE DE RABAT COMMUNE TANGER,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
679,SECTEUR SCOLAIRE JBILA,QUARTIER JBILA COMMUNE TANGER MEDINA,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
680,ECOLE PRIMAIRE ABI HORAYRA,quartier RAHRAH boubana,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
681,GROUPE SCOLAIRE ABDELHAMID HSSAIN,ROUTE DE RABAT KM 12 COMMUNE GZANAIA,Gueznaia,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,gueznaia,36
682,ECOLE PRIMAIRE AIN EL ASSEL,DOUAR AIN EL ASSEL COMMUNE gzenaya,Gueznaia,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,gueznaia,36
683,SECTEUR SCOLAIRE HAJRAT NHAL,DOUAR Hjar nhal commune hjar nhal,HJAR ENNHAL,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,hjar ennhal,37
684,ECOLE PRIMAIRE AL FARAHIDI,DOUAR ZIATEN COMMUNE TANGER,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
685,ECOLE PRIMAIRE IBN TAYMIYYA,MEDCHAR BOUKHALEF COMMUNE TANGER,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
686,SECTEUR SCOLAIRE DAIDAT,DOUAR DAIDAT COMMUNE BOUKHALEF,HJAR ENNHAL,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,hjar ennhal,37
687,ECOLE PRIMAIRE TAHA ABDERRAHMANE,QUart BENI SAID bahrayen COMMUNE BNI MAKADA TANGER,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
688,ECOLE PRIMAIRE MOHAMMED CHOUKRI,ROUTE SIDI DRISS QUATIER AHARARINe DJ BANI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
689,SECTEUR SCOLAIRE RAMLA,DOUAR RAMLA COMMMUNE DAR CHAOUI,Dar Chaoui,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,dar chaoui,38
690,SECTEUR SCOLAIRE KHANDAK SNAN,DOUAR KHANDAK ASNAN COMMUNE DAR CHAOUI,Dar Chaoui,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,dar chaoui,38
691,SECTEUR SCOLAIRE ZOUA,DOUAR ZOUA COMMUNE AL MANZLA,Al Manzla,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,al manzla,39
692,SECTEUR SCOLAIRE AZZINATE,DOUAR AZZINATE COMMUNE AZZINATE,Sebt Azzinate,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,sebt azzinate,41
693,SECTEUR SCOLAIRE ROUIYEF,DOUAR ROUIYEF COMMUNE AZZINATE,Sebt Azzinate,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,sebt azzinate,41
694,SECTEUR SCOLAIRE BRIECHE,DOUAR BRIECH COMMUNE AQUOUASS BRIECH,Aquouass Briech,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,aquouass briech,42
695,SECTEUR SCOLAIRE EL HAD LAKDIM,DOUAR DAIDAA COMMUNE  had gharbia,Had Al Gharbia,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,had al gharbia,43
696,SECTEUR SCOLAIRE BRIDYA,DOUAR BRIDYA COMMUNE had elgharbia,Had Al Gharbia,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,had al gharbia,43
697,SECTEUR SCOLAIRE RFAYEF,DOUAR RFAIF COMMUNE had gharbia,Had Al Gharbia,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,had al gharbia,43
698,SECTEUR SCOLAIRE OULED ABBOU,DOUAR OULED ABBOU COMMUNE HAD GHARBIA,Had Al Gharbia,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,had al gharbia,43
699,SECTEUR SCOLAIRE AHMED ELBAKKALI,MDR GHANEM COMMUNE SAHEL CHAMALI,Sahel Chamali,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,sahel chamali,44
700,SECTEUR SCOLAIRE OULED RIAHI,DOUAR OULAD RIAHI COMMUNE SIDI LYAMANI,Sidi Lyamani,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,sidi lyamani,45
701,SECTEUR SCOLAIRE GOUARET,aouama,Laaouama,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,laaouama,40
702,SECTEUR SCOLAIRE DAIMOUSSE,daymous,Laaouama,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,laaouama,40
703,ECOLE PRIMAIRE MOHAMED MEKKI NACIRI ,DOUAR AOUAMA chrkia COMMUNE AOUAMA ,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
704,ECOLE PRIMAIRE KHALID MECHBAL,DOUAR AZIB ABAKKIOU  COMMUNE charf mghougha,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
705,ECOLE PRIMAIRE ABDELHADI BOUTALEB,DOUAR GUENBOURIA  COMMUNE BNI MAKADA  TANGER,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
706,ECOLE PRIMAIRE ABDELLAH BENSEDDIK,DOUAR LAHJAR LASFAR  COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
707,SS NOUINOUICH,VILLAGE NOUINOUICH  COMMUNE EL BAHRAOUIYINE,Al Bahraoyine,Fahs-Anjra,Tanger-Tetouan-Al Hoceima,primaire,fahs anjra,al bahraoyine,74
708,Ecole Primaire ALMANAR,VILLAGE LEMNAR  COMMUNE BAHRAOUIYINE ,Al Bahraoyine,Fahs-Anjra,Tanger-Tetouan-Al Hoceima,primaire,fahs anjra,al bahraoyine,74
709,SS FEDAN CHAPOU,VILLAGE FEDDAN CHAPOU  COMMUNE BAHRAOUIYINE ,Al Bahraoyine,Fahs-Anjra,Tanger-Tetouan-Al Hoceima,primaire,fahs anjra,al bahraoyine,74
710,SS KSAR SGHIR,KSAR SEGHIR COMMUNE KSAR SGHIR  ,Ksar Sghir,Fahs-Anjra,Tanger-Tetouan-Al Hoceima,primaire,fahs anjra,ksar sghir,75
711,SS HASSANA,VILLAGE HASSANA  COMMUNE KSAR SGHIR ,Ksar Sghir,Fahs-Anjra,Tanger-Tetouan-Al Hoceima,primaire,fahs anjra,ksar sghir,75
712,SS LCHEHBA,DOUAR LECHBACOMMUNE KSAR SGHIR ,Ksar Sghir,Fahs-Anjra,Tanger-Tetouan-Al Hoceima,primaire,fahs anjra,ksar sghir,75
713,SS AMLIECH,VILLAGE AMLIECH  COMMUNE KSAR SGHIR ,Ksar Sghir,Fahs-Anjra,Tanger-Tetouan-Al Hoceima,primaire,fahs anjra,ksar sghir,75
714,SS KHANDAK ZRARAE,DOUAR KHANDAK ZRARAe COMMUNE KSAR SGHIR ,Ksar Sghir,Fahs-Anjra,Tanger-Tetouan-Al Hoceima,primaire,fahs anjra,ksar sghir,75
715,SS AGUENOUANE,DOUAR AGuENOUANE COMMUNE KSAR SGHIR,Ksar Sghir,Fahs-Anjra,Tanger-Tetouan-Al Hoceima,primaire,fahs anjra,ksar sghir,75
716,SS MELOUSSA,KIADAT MELLOUSSA  COMMUNE MELLOUSSA ,Malloussa,Fahs-Anjra,Tanger-Tetouan-Al Hoceima,primaire,fahs anjra,malloussa,73
717,SS ERROUMAN,DOUAR ERROUMAN COMMUNE MELLOUSSA ,Malloussa,Fahs-Anjra,Tanger-Tetouan-Al Hoceima,primaire,fahs anjra,malloussa,73
718,SS ZEMMIJ,DOUAR ZEMMIJ  COMMUNE MELLOUSSA ,Malloussa,Fahs-Anjra,Tanger-Tetouan-Al Hoceima,primaire,fahs anjra,malloussa,73
719,SS AL HAMOUMI,DOUAR AL HAMOUMI COMMUNE MELLOUSSA  ,Malloussa,Fahs-Anjra,Tanger-Tetouan-Al Hoceima,primaire,fahs anjra,malloussa,73
720,ECOLE PRIMAIRE EL BOSSAIRI,QUARTIER rgayae 2 rue 4  COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
721,ECOLE BOUGHALEB EL HOUSSIN  SOUSSI,HAY nahda  COMMUNE KSAR EL KEBIR,Ksar El Kebir,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,ksar el kebir,80
722,ECOLE SIDI ISSA BEN KACEM,HAY assalammahfar hazan  COMMUNE KSSAR EL KEBIR,Ksar El Kebir,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,ksar el kebir,80
723,ECOLE ABDALLAH GUENOUNE,lotissement kodia COMMUNE LARACHE,Larache,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,larache,81
724,ECOLE MOHAMED BELHASSAN EL OUAZZANI,LOTISSEMENT MAGHREB JADID COMMUNE LARACHE,Larache,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,larache,81
725,ECOLE ABDALLAH CHEFCHAOUNI,LOTISSEMENT LAMZOURI  COMMUNE KSAR EL KEBIR,Ksar El Kebir,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,ksar el kebir,80
726,ECOLE DRISS EL HRIZI,HAY ESSALAM  COMMUNE KSAR EL KEBIR,Ksar El Kebir,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,ksar el kebir,80
727,LAHSAN,DOUAR LAHSAN COMMUNE SIDI BOUTMIM,Sidi Boutmim,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,sidi boutmim,123
728,OUED MAHKEM,DOUAR OUED MAHKEM COMMUNE BNI BCHIR,Bni Bchir,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni bchir,125
729,TATAYACHT,DOUAR TATAYECHT  COMMUNE BNI BCHIR,Bni Bchir,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni bchir,125
730,AZGHAR,DOUAR AZGHAR COMMUNE KETAMA,Ketama,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,ketama,129
731,BEL HAK,DOUAR BEL HAK COMMUNE BNI GMIL MAKSOULINE,Bni Gmil Maksouline,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni gmil maksouline,106
732,IZARIAHEN,DOUAR IZARIAHEN COMMUNE SENADA CERCLE BNI BOUFRAH,Senada,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,senada,105
733,HASSAN 1 ER,QUARTIER DU SOUK IMZOUREN CENTRE,Imzouren,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,imzouren,101
734,IHAROUNEN 2,DOUAR IGZANAYEN COMMUNE BNI BOUFRAH,Bni Boufrah,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni boufrah,104
735,LAAZIB CHEKKARA,DOUAR LAAZIB CHEKKARA COMMUNE ABDELGHAYA SOUAHEL,Abdelghaya Souahel,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,abdelghaya souahel,134
736,ECOLE AL KHAOUARIZMI,RUE ALI IBN ABI TALEB HAY AL ISTIQLAL,M'Diq,M'Diq-Fnideq,Tanger-Tetouan-Al Hoceima,primaire,m'diq fnideq,m'diq,46
737,ECOLE OUYOUNE SAKIA AL HAMRA,ROUTE DE KSAR SGHIR HAY MARJA  FNIDEQ,Fnideq,M'Diq-Fnideq,Tanger-Tetouan-Al Hoceima,primaire,m'diq fnideq,fnideq,47
738,SS OUELMSA,DOUAR OUELMSACMTIOUACHEFCHAOUEN,M'tioua,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,m'tioua,140
739,²,DOUAR LAHRA MANSOURA sofla commune mansoura,Mansoura,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,mansoura,147
740,SS ZDEMTE,DOUAR ZDEMTE C BNI SMIH CHEFCHAOUEN,Bni Smih,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni smih,143
741,SS DAR MNATE,DOUAR DARMNATE C BNI SALMANE CHEFCHAOUEN,Bni Selmane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni selmane,156
742,SS TAZAKHTE,DOUAR TAZAKHTECBNI SELMANECHEFCHAOUEN,Bni Selmane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni selmane,156
743,SS BOURD,DOUAR BOURDCSTEHACHEFCHAOUEN,Steha,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,steha,159
744,BOURMANE,DOUAR BOURMANE  C TIZGANE CHEFCHAOUEN,Tizgane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,tizgane,160
745,SS BNI M HAMED,DOUAR BNI MHAMEDCTALAMBOTCHEFCHAOUEN,Talambote,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,talambote,162
746,SS OMAR IBNOU ABDELAZIZ,DOUAR OULED SAID LGHABA COMMUNE ZOUADA,Zouada,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,zouada,83
747,ecole ABDELAZIZ BEN CHAKROUN,QUARTIER TUIBLA   TETOUAN,Tétouan,Tétouan,Tanger-Tetouan-Al Hoceima,primaire,tetouan,tetouan,51
748,SS AIN LIN, DOUAR AIN LINE COMMUNE rURALE  AL ILLYENE,Allyene,M'Diq-Fnideq,Tanger-Tetouan-Al Hoceima,primaire,m'diq fnideq,allyene,49
749,SS DAYA,DOUAR DAYA CJOUAMAA,Jouamaa,Fahs-Anjra,Tanger-Tetouan-Al Hoceima,primaire,fahs anjra,jouamaa,76
750,TAMIANAST,DOUAR TAMIANAST COMMUNE BNI AHMED IMOUGZEN,Bni Ahmed Imoukzan,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni ahmed imoukzan,127
751,SS IDAMAMEN SOUFLA,DOUAR IDMAMEN SOUFLA Commune  OUED beni hassan,Al Oued,Tétouan,Tanger-Tetouan-Al Hoceima,primaire,tetouan,al oued,65
752,ECOLE PRIMAIRE EL ANDALOUSS,AVENUE ALKODS LOTISSEMENT AL ANDALOUSS AOUAMA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
753,SS BOUABAD SOUFLI,DOUAR BOUaBAD C KSAR EL MAJAZ,Ksar El Majaz,Fahs-Anjra,Tanger-Tetouan-Al Hoceima,primaire,fahs anjra,ksar el majaz,79
754,SS TAKAT AMER,DOUAR TAKAT AMER C BNI IDDER TETOUAN,Bni Idder,Tétouan,Tanger-Tetouan-Al Hoceima,primaire,tetouan,bni idder,61
755,SS BNI OUASSIM,DOUAR BNI MTAA C SAHTRYINE ,Sahtryine,Tétouan,Tanger-Tetouan-Al Hoceima,primaire,tetouan,sahtryine,60
756,ecole MHAMED AZZIMANE,AVALI YAATA  N8    AIN  MALLOULE,Tétouan,Tétouan,Tanger-Tetouan-Al Hoceima,primaire,tetouan,tetouan,51
757,ecole TARIK AL WAHDA,hay koelma rue bni hdifa    ,Tétouan,Tétouan,Tanger-Tetouan-Al Hoceima,primaire,tetouan,tetouan,51
758,ecole MOHAMMED AL HALOUI,AL ICHARA JBEL DERSA COMMUNE TETOUA AL AZHAR,Tétouan,Tétouan,Tanger-Tetouan-Al Hoceima,primaire,tetouan,tetouan,51
759,ECOLE BADRE,HAY AL QODS COMMUNE MARTIL TETOUAN ,Martil,M'Diq-Fnideq,Tanger-Tetouan-Al Hoceima,primaire,m'diq fnideq,martil,48
760,ECOLE PRIMAIRE LAAYOUNE,HAY BENKIRANE COMMUNE CHARF,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
761,ECOLE PRIMAIRE 11 JANVIER,ROUTE ZIATEN MESNANA COMMUNE TANGER ,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
762,ECOLE PRIMAIRE OHOUD,QUARTIER AL BOUCHAZ COMMUNE CHARF,Charf-Souani,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,souani,181
763,ECOLE PRIMAIRE BADR,ROUTE EL AOUAMA COMMUNE CHARF,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
764,ECOLE PRIMAIRE ZALAKA,LOTISSEMENT NAHDA COMMUNE CHARF,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
765,ECOLE PRIMAIRE EL MOSTAKBAL,LOTISSEMENT ALKHAIR  BIR CHIFA COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
766,LA NOUVELLE ECOLE PRIMAIRE,LOTISSEMENT AL MAJD COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
767,ECOLE PRIMAIRE EL BADIA,QUARTIER ACHENNAD lmars COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
768,ECOLE PRIMAIRE ABDELLAH IBRAHIM,QUARTIER BIR CHIFA COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
769,ECOLE PRIMAIRE EL FATH,QUARTIER BIR CHIFA COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
770,ecole FKIH LARBI LOUH,MOKLATA TETOUAN KOUELMA,Tétouan,Tétouan,Tanger-Tetouan-Al Hoceima,primaire,tetouan,tetouan,51
771,ECOLE IBN BAJA,QUARTIER LABRAREK FNIDEQ,Fnideq,M'Diq-Fnideq,Tanger-Tetouan-Al Hoceima,primaire,m'diq fnideq,fnideq,47
772,ECOLE PRIMAIRE HASSAN DAKHIL,QUARTIER bel air SOUANI COMMUNE CHARF,Charf-Souani,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,souani,181
773,ECOLE PRIMAIRE CHAKIB ARSALANE,COLLINE CHARF COMMUNE CHARF,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
774, ECOLE HASSAN EL ARAICHI,cartier chorfa  centre khmis  sahel,Sahel,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,sahel,93
775, ANASSEL HADDADINE CENTRE,DOUAR ANASSEL HADDADINE COMMUNE SOUK L QOLLA,Souk L'Qolla,Larache,Tanger-Tetouan-Al Hoceima,primaire,larache,souk l'qolla,87
776,S/S Abdellah Guennoun,DOUAR ALBAAGINE COMMUNE ASJEN OUEZZANE,Asjen,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,asjen,175
777,SS ELMSALLA,DOUAR ELMASALLA COMMUNE tanakoub,Tanaqoub,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,tanaqoub,154
778,ECOLE PRIMAIRE AHMED BALAFRIJ,HAY BNI OUERYAGHIL COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
779,ECOLE PRIMAIRE EL MAJD,rue force royale km 7 route de rabat harariene,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
780,ECOLE PRIMAIRE ABDERRAHIM BOUABID,HAY JIRARI III COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
781,ECOLE PRIMAIRE AHMED BOUKMAKH,DOUAR AOUAMA COMMUNE LAAOUAMA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
782,OMAR BNOU ABDELLAZIZ,TARGUIST CENTRE,Targuist,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,targuist,102
783,IBNOU BATOUTA,HAY AGADIR BNI BOUAYACH,Bni Bouayach,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni bouayach,100
784,SS KALAA TANAKOUB,DOUAR EL KALAA COMMUNE TANAQOUB,Tanaqoub,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,tanaqoub,154
785,ECOLE PRIMAIRE IMAM ALI, M GHOUGHA ljadida COMMUNE CHARF,Charf-Mghogha,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,mghogha,180
786,ECOLE PRIMAIRE AL AMAL,quartier MESNANA ROUTE ZIATEN COMMUNE TANGER,Tanger-Médina,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,medina,183
787,sS RMILATE,DOUDR RMILAT CUMARTIL,Martil,M'Diq-Fnideq,Tanger-Tetouan-Al Hoceima,primaire,m'diq fnideq,martil,48
788,ECOLE ANOUAL ,DOUAR BOUZAGHLAL CUMDIQ,M'Diq,M'Diq-Fnideq,Tanger-Tetouan-Al Hoceima,primaire,m'diq fnideq,m'diq,46
789,SS IKHADDACHEN,DOUAR IKHADDACHEN CSAHTRYINE,Sahtryine,Tétouan,Tanger-Tetouan-Al Hoceima,primaire,tetouan,sahtryine,60
790,SS AL HADDADINE,DOUAR AL HADDADINE CSAHTRYINE,Sahtryine,Tétouan,Tanger-Tetouan-Al Hoceima,primaire,tetouan,sahtryine,60
791,SS LAHZOMRIECH,DOUAR LAHZOMRIECH   COMMUNE SAHTRYINE,Sahtryine,Tétouan,Tanger-Tetouan-Al Hoceima,primaire,tetouan,sahtryine,60
792,ECOLE PRIMAIRE ABDEL KARIM EL KHATIB,QUARTIER EL HADDAD  COMMUNE BNI MAKADA,Bni Makada,Tanger-Assila,Tanger-Tetouan-Al Hoceima,primaire,tanger assilah,bni makada,182
