etablissement_id,nom_etablissement,adresse,commune,province,region,type_etablissement,fk_territoire,commune_norm,territoire_id_commune
370,SS BNI ACHIR,DOUAR BNI ACHIR C  DERDARA  CHEFCHAOUEN,Derdara,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,derdara,153
371,SS YOUSSEF TLIDI TANAKOUB,TANAKOUBCTANAKOUBCHEFCHAOUEN,Tanaqoub,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,tanaqoub,154
372,SS IMAM MALEK ZAOUIA,ZAOUIA TANAKOUB CHEFCHAOUEN,Tanaqoub,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,tanaqoub,154
373,SS AZAGHR BNI TLID AZEGHAR,DOUAR AZAGHAR TANAQOUB CHEFCHAOUEN,Tanaqoub,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,tanaqoub,154
374,SS IBN KHALDOUN SOUK ALHAD,SOUK ALHAD C LAGHDIR CHEFCHAOUEN,Laghdir,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,laghdir,155
375,SS TOUARRICHT,DOUAR TOUARICHTC LAGHDIR CHEFCHAOUEN,Laghdir,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,laghdir,155
376,SS GHRANKADI,DOUAR GHRANKADI C LAGHDIR CHEFCHAOUEN,Laghdir,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,laghdir,155
377,SS IBN EL KHATIB BNI BOUHLOU,DOUAR BNI BOUHLOUCBNI SELMANECHEFCHAOUEN,Bni Selmane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni selmane,156
378,SS MATAA,DOUAR MATAACBNI SELMANCHEFCHAOUEN,Bni Selmane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni selmane,156
379,SS SIDI REGURAGUI AMETRAS,DOUAR AMETRAS  C  BNi darkoul CHEFCHAOUEN,Bni Darkoul,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni darkoul,150
380,SS ALWADIYINE,DOUAR AL WADIYINE C BNI SALMANE CHEFCHAOUEN,Bni Selmane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni selmane,156
381,SS SALAH DIN AYOUBI SEBT ASSIFAN,SEBT ASSIFAnCbNI SELMANECHEFCHAOUEN,Bni Selmane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni selmane,156
382,SS ABI ALA EL MAARI AMTIL,DOUAR AMTIL C BNI SALMANE CHEFCHAOUEn,Bni Selmane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni selmane,156
383,SS TALATFRAT,DOUAR TALATFRATCBNI SALMANECHEFCHAOUEN,Bni Selmane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni selmane,156
384,SS NAIMA,DOUAR NAIMA  C BNI SALMANE CHEFCHAOUEN,Bni Selmane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni selmane,156
385,SS IMOULA,DOUAR IMOULA C BNI SALMANE  ,Bni Selmane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni selmane,156
386,SS IBN HAZM ACHRIBEN,DOUAR ACHRIBENCBNI MANSOURCHEFCHAOUEN,Bni Mansour,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni mansour,157
387,SS AZEGHAR,DOUAR AZEGHAR BNI MANSOURCHEFCHAOUEN,Bni Mansour,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni mansour,157
388,SS TAREZAT,DOUAR TAREZATCBNI MANSOURCHEFCHAOUEN,Bni Mansour,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni mansour,157
389,SS BNI BECHAR,DOUAR BNI BECHARCBNI MANSOURCHEFCHAOUEN,Bni Mansour,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni mansour,157
390,SS ISSOUKA,DOUAR ISSOUKA C BNI MANSOUR CHEFCHAOUEN,Bni Mansour,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni mansour,157
391,SS IBN TOUFAIL BNI WAKTA,DOUAR BNI WAKTA CR BNI MANSOUR CHEFCHAOUEN,Bni Mansour,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni mansour,157
392,SS TAGHZOUT ENNOUAR,DOUAR TAGHZOUT ENNOUAR BNI MANSOUR CHEFCHAOUEN,Bni Mansour,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni mansour,157
393,SS ALI BEN MAIMOUN BOU AHMED,bou ahmed bni bouzra chehchaoun,Bni Bouzra,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni bouzra,158
394,SS ICHERHANE,DOUAR ICHERHANE C BNI BOUZRA CHEFCHAOUEN,Bni Bouzra,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni bouzra,158
395,SS ANARI,DOUAR ANARICBNI BOUZRACHEFCHAOUEN,Bni Bouzra,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni bouzra,158
396,SS JNAN ENNICH,DOUAR JNAN ENNICHC BNI BOUZRA CHEFCHAOUEN,Bni Bouzra,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni bouzra,158
397,SS AARKOUB,DOUAR AARKOUBCBNI BOUZRACHEFCHAOUEN,Bni Bouzra,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,bni bouzra,158
398,E AHMED EL BOUZIDI STEHA,DOUAR STEHA C STEHA CHEFCHAOUEN,Steha,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,steha,159
399,SS IJJAFEN,DOUAR IJJAFENCSTEHACHEFCHAOUEN,Steha,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,steha,159
400,SS BNI HLIL,DOUAR BNI HLIL STEHA CHEFCHAOUEN,Steha,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,steha,159
401,SS AGHIL ASNOUS,DOUAR AGHILCSTEHACHEFCHAOUEN,Steha,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,steha,159
402,SS TARGHA,TARGHA CR  TIZGANE CHEFCHAOUEN,Tizgane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,tizgane,160
403,SS KAA ASRAS,KAA ASRASCTIZGANECHEFCHAOUEN,Tizgane,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,tizgane,160
404,SS TASSIFT,DOUAR TASSIFTCTASSIFTCHEFCHAOUEN,Tassift,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,tassift,161
405,SS TIRINISS,DOUAR TIRINISSCTASSIFTCHEFCHAOUEN,Tassift,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,tassift,161
406,SS MOKHTAR,DOUAR MOKHTAR C TASSIFT CHEFCHAOUEN ,Tassift,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,tassift,161
407,SS IBN ARDOUN TALAMBOTE,TALAMBOT Commune TALAMBOT CHEFCHAOUEN,Talambote,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,talambote,162
408,SS ALKALAA,DOUAR AL KALAA C TALAMBOT CHEFCHAOUEN,Talambote,Chefchaouen,Tanger-Tetouan-Al Hoceima,primaire,chefchaouen,talambote,162
409,SS Zerktouni,BRIKCHA  COMUNEBRIKCHA OUEZZANE,Brikcha,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,brikcha,174
410,SS Al Akkad,DOUAR BNI MHAMED BRIKCHA OUEZZANE,Brikcha,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,brikcha,174
411,SS Pasteur,DOUAR AL FARHABRIKCHAouezzane,Brikcha,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,brikcha,174
412,SS Abou Tayeb  al-Mutanabbi,DOUAR AL JABRIYINE C BRIKCHA OUEZZANE,Brikcha,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,brikcha,174
413,SS LOUKOUS,DOUAR ZAYEDOR CB BRIKCHA,Brikcha,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,brikcha,174
414,SS Abdellah Guennoun,DOUAR BOUALLOUN C ASJENOUEZZANE,Asjen,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,asjen,175
415,SS MOHAMED IBN BATOUTA,DOUAR ZAITOUNA ASJEN OUEZZANE,Asjen,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,asjen,175
416,SS AMEZZOU, AMEZZOU  ASJEN ouazzane ,Asjen,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,asjen,175
417,SS TALA,DOUAR TALA COMMUNE ASJEN OUEZZANE,Asjen,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,asjen,175
418, Ecole Abdelhadi Boutaleb,ASJENCASJENOUEZZANE,Asjen,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,asjen,175
419,SS Zaynab Nefzaouia,DOUAR LAGHOUIBA COMMUNE ASJEN   ouezzane,Asjen,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,asjen,175
420,SS HAMANE AL FETEOUAKI 2,DOUAR ASSERDOUN CoMmune de moQRISSAT ,Moqrisset,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,moqrissat,176
421,SS Touria Sekkat,DOUAR CHERRATINECMOQRISSAT,Moqrisset,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,moqrissat,176
422,SS Abderrahim Bouabid,CENTRE MOKRISSET OUEZZANE,Moqrisset,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,moqrissat,176
423,SS IBN AL HASSANE AL OUZANI,DOUAR AIN KOB Commune de MOQRISSAT ouezzane,Moqrisset,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,moqrissat,176
424,SS AHMAD AMINE,DOUAR AIN BAIDA COMM AIN BEIDA,Ain Beida,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,ain beida,177
425,SS Ahmed Chawki,DOUAR KALAAT BNI ROTENCAIN BEIDACHEFCHAOUEN,Ain Beida,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,ain beida,177
426,SS El Mariniyine,DOUAR harrara ain beida   OUEZZANE,Ain Beida,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,ain beida,177
427,SS  BANI YITENA,DR   KALAAT  SABBANA Com AIN BEIDA  ,Ain Beida,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,ain beida,177
428,SS FAKIH ALQORI,BOUKORRA ouezzane,Kalaat Bouqorra,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,kalaat bouqorra,178
429,SS CHORAFA,DOUAR CHAHBIACBOUQORRA OUEZZANE,Kalaat Bouqorra,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,kalaat bouqorra,178
430,SS Abdelkrim el-Khattabi,DOUAR ZAOUIA kalaat BOUKORRA ouezzane,Kalaat Bouqorra,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,kalaat bouqorra,178
431,SS Ma El Aïnin,DOUAR DOUALEH BOUQORRA ouezzane,Kalaat Bouqorra,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,kalaat bouqorra,178
432,SS Qadi Iyad,DOUAR BNI KAOULECHCBOUKORRA  ouezzane,Kalaat Bouqorra,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,kalaat bouqorra,178
433,SS MOHAMED IBN ABDALLAHE,DOUAR ALHABBAJINE COMMUNE ZOUMI,Zoumi,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,zoumi,179
434,SS ABDELLAH ALHABTI,DOUAR NEFZI COMMUNE ZOUMI PROVINCE OUEZZANE,Zoumi,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,zoumi,179
435,SS GRAINOU,DOUAR GRAINOUCZOUMI OUAZZANE,Zoumi,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,zoumi,179
436,SS BIRE ANEZARANE,LHAD ALJOHRA C ZOUMI OUEZZANE,Zoumi,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,zoumi,179
437,SS TEMLA,DOUAR TEMLACZOUMI ouezzane,Zoumi,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,zoumi,179
438,SS ABDALLAH ELCHEFECHAOUENI,DOUAR AASSARA C ZOUMI ouazzanE,Zoumi,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,zoumi,179
439,SS MOULAY ISSMAIL,DOUAR AL ANSSAR COMMUNE ZOUMI OUEZZane,Zoumi,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,zoumi,179
440,SS ALOUAHDA,DOUAR TAGHNIT C ZOUMI OUEZZANE,Zoumi,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,zoumi,179
441,SS Mohammed Larbi Messari,DOUAR LKCHACHDA ZOUMI,Zoumi,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,zoumi,179
442,SS LALA MEREYEME,DOUAR HARRAKA COMMUNE ZOUMI ,Zoumi,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,zoumi,179
443,SS SIDI MOHAMED AL AREBI,DOUAR AIN KBIR C ZOUMI ouezzane,Zoumi,Ouezzane,Tanger-Tetouan-Al Hoceima,primaire,ouezzane,zoumi,179
444,MOHAMED V,32rue mohamed hassan el ouazzani,Al Hoceima,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,al hoceima,99
445,ALI BEN HASSOUN,AV 9JUILLET AL HOCEIMA,Al Hoceima,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,al hoceima,99
446,ABDELAZIZ EL OUARIAGHLI,RUE DAKHLA AL HOCEIMA,Al Hoceima,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,al hoceima,99
447,FATIMA ZOHRA,AV ESSAOUIRA AL HOCEIMA,Al Hoceima,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,al hoceima,99
448,AL HAY EL JADID,AV HASSAN II AL HOCEIMA,Al Hoceima,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,al hoceima,99
449,TIGHANIMINE, TIGHANIMINE AL HOCEIMA,Al Hoceima,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,al hoceima,99
450,MASSIRAT FATH,AV ABBAS SAADI AL HOCEIMA,Al Hoceima,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,al hoceima,99
451,ABDELLAH BEN YASSINE, rue ouhrane HAY MARMOUCHA ,Al Hoceima,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,al hoceima,99
452,MOULAY RACHID,AV ALMAHBES AL HOCEIMA,Al Hoceima,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,al hoceima,99
453,ALLAL BEN ABDELLAH,PLACE MELILIA AL HOCEIMA,Al Hoceima,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,al hoceima,99
454,CHATIE EL JAMIL,HAY CHATAIE ALJAMIL AL HOCEIMA,Al Hoceima,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,al hoceima,99
455,IBNOU EL KHATIB,HAY SIDI ABED AL HOCEIMA,Al Hoceima,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,al hoceima,99
456,HOMMAN EL FATOUAKI,HAY MIRADOR BAS  AL HOCEIMA,Al Hoceima,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,al hoceima,99
457,BNI BOUAYACH,QUARTIER 2  BENI BOUAYACH,Bni Bouayach,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni bouayach,100
458,IBNOU KHALDOUN,B.P 119 BENIBOUAYACH .32050,Bni Bouayach,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni bouayach,100
459,NEKKOUR,HAY BOUGHARMAN BNI BOUAYACH,Bni Bouayach,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni bouayach,100
460,IBOULAY, rue moulay ismail QUARTIER2,Bni Bouayach,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni bouayach,100
461,ABI TALEB, SECTEUR  abi taleb imzouren,Imzouren,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,imzouren,101
462,IMZOUREN II,QARTIER II IMZOUREN,Imzouren,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,imzouren,101
463,IBNOU ROCHD,QARTIER MILITAIRE IMZOUREN,Imzouren,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,imzouren,101
464, MOHAMED ZERKTOUNI,QUARTIER IBOUJANE,Imzouren,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,imzouren,101
465,OUED EDDAHAB,HAY lycée,Imzouren,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,imzouren,101
466,TARGUIST II,BD WALI ALAAHD TARGUIST,Targuist,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,targuist,102
467,ABD LAKRIM KHATABI,rue  DES FAR     TARGUIST,Targuist,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,targuist,102
468,DAR SALLOUM,DOUAR DHAR SALLOUM municipale D ajdir,Ajdir,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,ajdir,103
469,LAAZIB,HAY LAAZIB IMZOUREN,Imzouren,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,imzouren,101
470,TORRES,DOUAR TORRES COMMUNE BNI BOUFRAH,Bni Boufrah,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni boufrah,104
471,AIT TAYEB, AIT TAYEB COMMUNE BNI BOUFRAH,Bni Boufrah,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni boufrah,104
472,AGNI,DOUAR AGNI COMMUNE BNI BOUFRAH,Bni Boufrah,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni boufrah,104
473,ICHATOUANEN,DOUAR ICHATOUANEN CoMMUNE SENADA,Senada,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,senada,105
474,BNI CHBOUN,DOUAR BNI CHBOUN COMMUNE BNI GMIL MAKSOULINE,Bni Gmil Maksouline,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni gmil maksouline,106
475,GALLATE,DOUAR GALLATE COMMUNE BNI GMIL MAKSOLINE,Bni Gmil Maksouline,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni gmil maksouline,106
476,SS BENI GMIL,DOUAR BNI GMIL COMMUNE BNI GMIL,Bni Gmil,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni gmil,107
477,IACHIREN,DOUAR IACHIREN COMMUNE BNI GMIL CERCLE BNI BOUFRAH,Bni Gmil,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni gmil,107
478,IMACHHOUDEN,DOUAR IMACHHOUDEN COMMUNE BNI GMIL,Bni Gmil,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni gmil,107
479,CHAKRANE,DOUAR CHAKRANE COMMUNE CHAKRANE,Chakrane,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,chakrane,108
480,TAFSASTE,DOUAR TAFSASTE COMMUNE CHAKRANE,Chakrane,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,chakrane,108
481,ASSAMAR HAUT,DOUAR ASSAMAR HAUT COMMUNE CHAKRANE,Chakrane,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,chakrane,108
482,SS ARBIAE TAOURIRT,DOUAR TAOURIRT COMMUNE ARBAA TAOURIRT,Arbaa Taourirt,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,arbaa taourirt,109
483,BAYENTI,DOUAR BEINTI COMMUNE ARBAA TAOURIRT,Arbaa Taourirt,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,arbaa taourirt,109
484,OUAADIA,DOUAR OUAADIA COMMUNE ARBAA TAOURIRT,Arbaa Taourirt,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,arbaa taourirt,109
485,ISSOUFYENE,DOUAR ISSOUFIANE COMMUNE TIFAROUINE,Tifarouine,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,tifarouine,110
486,AIT TAA,DOUAR AIT TAA COMMUNE TIFAROUINE,Tifarouine,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,tifarouine,110
487,IRYANEN,DOUAR IRYANEN COMMUNE TIFAROUINE,Tifarouine,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,tifarouine,110
488,AMNOUD,DOUAR AMNOUD COMMUNE NEKKOUR,Nekkour,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,nekkour,111
489,BNI BOUKHLAF,DOUAR BNI BOUKHLAF COMMUNE NEKKOUR,Nekkour,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,nekkour,111
490,S/S TAZOURAKHT,DOUAR TAZOURAKHT COMMUNE NEKKOUR,Nekkour,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,nekkour,111
491,TAZOURAKHT HAUT,DOUAR TAZOURAKHT HAUT COMMUNE NEKKOUR,Nekkour,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,nekkour,111
492,SS BNI ABDELLAH,centre COMMUNE BNI ABDELLAH,Bni Abdallah,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni abdellah,117
493,BOUJNANE,DOUAR BOUJNANE COMMUNE BNI ABDELLAH,Bni Abdallah,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni abdellah,117
494,AL ABOUAB,DOUAR boukhlifa COMMUNE BNI ABDELLAH,Bni Abdallah,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni abdellah,117
495,BOUSSALAH,DOUAR BOUSSALAH COMMUNE BNI ABDELLAH,Bni Abdallah,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni abdellah,117
496,SS ZAOUIA,DOUAR ZAOUIA COMMUNE ZAOUIT SIDI ABDELKADER,Zaouiat Sidi Abdelkader,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,zaouiat sidi abdelkader,115
497,AGHZAR AISSA,DOUAR AGHZAR AISSA COMMUNE ZAOUIT SIDI ABDELKADER,Zaouiat Sidi Abdelkader,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,zaouiat sidi abdelkader,115
498,TAMCHAT,DOUAR TAMCHAT COMMUNE ZAOUIT SIDI ABDELKADER,Zaouiat Sidi Abdelkader,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,zaouiat sidi abdelkader,115
499,SS BNI HADIFA,ROUTE PRINCIPALE N9 COMMUNE BNI HADIFA,Bni Hadifa,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni hadifa,116
500,TAMARKALTE,DOUAR TAMARKALATE COMMUNE BNI HADIFA,Bni Hadifa,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni hadifa,116
501,IHAROUNEN 1,DOUAR IHAROUNEN  COMMUNE BANI HADIFA,Bni Hadifa,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,bni hadifa,116
502,AJDIR,COMMUNE URBAINE   AJDIR,Ajdir,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,ajdir,103
503,AIT HICHAM,DOUAR AIT HICHAM COMMUNE AIT YOUSSEF OU ALI,Ait Youssef Ou Ali,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,ait youssef ou ali,112
504,AJDIR MIXTE,Quartier Al Mazamma Ajdir,Ajdir,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,ajdir,103
505,SOUANI,DOUAR SOUANI COMMUNE AIT YOUSSEF OU ALI,Ait Youssef Ou Ali,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,ait youssef ou ali,112
506,SIDI BOUAFIF, centre SIDI BOUAFIF COMMUNE AIT YOUSSEF OU ALI AL,Ait Youssef Ou Ali,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,ait youssef ou ali,112
507,TAMASSINT I,DOUAR TAMASSINT COMMUNE IMRABTEN,Imrabten,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,imrabten,114
508,TAMASSINT II,CENTRE TAMASSINT COMMUNE IMRABTEN,Imrabten,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,imrabten,114
509,AIT ALKADI,DOUAR AIT ALKADI COMMUNE IMRABTEN,Imrabten,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,imrabten,114
510,IMRABTEN,DOUAR AIT BRAHIM COMMUNE LOUTA,Louta,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,louta,113
511,IAKIYNE,DOUAR IAKIYNE COMMUNE LOUTA,Louta,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,louta,113
512,IZAMMOUREN,DOUAR IZAMMOUREN COMMUNE IZAMMOUREN,Izemmouren,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,izemmouren,118
513,SS ROUADI I,DOUAR ROUADI COMMUNE ROUADI,Rouadi,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,rouadi,120
514,BOUGHAMBOU,DOUAR BOUGHAMBOU COMMUNE ROUADI,Rouadi,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,rouadi,120
515, SS ROUADI II,ROUADI CENTRE COMMUNE ROUADI,Rouadi,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,rouadi,120
516,ASKRAM,DOUAR ASKRAM COMMUNE ROUADI,Rouadi,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,rouadi,120
517,SS AIT KAMRA PRIMAIRE,DOUAR AIT KAMRA COMMUNE AIT KAMRA,Ait Kamra,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,ait kamra,119
518,S/S AL AAHD ALJADID,DOUAR IZAFZAFEN COMMUNE AIT KAMRA,Ait Kamra,Al Hoceima,Tanger-Tetouan-Al Hoceima,primaire,al hoceima,ait kamra,119
